Recency,Frequency,Monetary,Cluster
19,47,105.06,0
39,41,63.0,0
19,1183,1772.22,0
215,104,331.88,2
173,25,97.23,2
86,52,246.38,0
70,29,45.07,0
275,24,78.84,2
38,50,215.52,0
97,58,167.41,0
10,29,126.92999999999999,0
32,26,50.37,0
50,164,620.08,0
296,32,112.25,2
84,42,177.56,0
8,318,539.49,0
40,157,448.58,0
10,248,2332.49,0
66,24,130.04,0
330,3,179.2,2
8,71,138.18,0
1,277,605.24,0
1,263,533.0600000000001,0
67,42,114.41,0
4,604,2032.61,0
201,8,42.8,2
106,6,19.59,0
3,44,204.44,0
217,2,11.799999999999999,2
59,39,104.1,0
1,39,99.18,0
10,39,163.15,0
238,21,45.89,2
94,10,35.269999999999996,0
10,88,462.46,0
90,103,394.22,0
52,118,339.18,0
89,9,11.27,0
371,5,24.45,2
30,70,160.98,0
11,109,242.83,0
2,59,278.26,0
1,107,605.34,0
42,12,17.28,0
3,7,16.02,0
246,21,71.32000000000001,2
41,194,636.28,0
176,41,69.98,2
91,61,241.94,0
109,113,447.03,0
28,72,220.43,0
25,183,525.57,0
51,43,145.95,0
178,54,235.28,2
31,118,213.46,0
43,36,99.36,0
21,147,231.64,0
9,80,163.67000000000002,0
80,15,30.98,0
372,9,64.1,2
325,8,18.299999999999997,2
42,116,430.85,0
29,42,144.47,0
183,10,19.55,2
234,16,59.53,2
8,148,584.33,0
175,112,348.95,2
110,75,223.01,0
277,20,78.24,2
317,8,24.42,2
6,111,276.08,0
1,78,161.4,0
253,54,223.25,2
50,107,303.41,0
8,112,435.97,0
141,5,14.15,2
50,52,263.33,0
7,143,298.97,0
154,19,124.54,2
108,31,181.75,0
150,66,287.71,2
331,29,132.55,2
225,10,24.91,2
73,33,74.83,0
50,29,72.06,0
87,75,192.99,0
14,225,860.14,0
196,8,37.87,2
2,154,245.0,0
30,34,165.2,0
20,27,130.15,0
23,285,439.81,0
7,11,23.07,0
211,17,60.85,2
8,47,251.28,0
10,103,376.16,0
1,238,624.46,0
7,108,361.73,0
2,61,134.59,0
39,7,21.15,0
17,64,156.57,0
2,1640,2455.5,0
7,162,573.8,0
18,3,4.1499999999999995,0
107,16,21.53,0
222,27,112.25,2
70,110,264.84000000000003,0
50,35,146.36,0
88,180,447.56,0
7,123,308.82,0
224,27,147.76999999999998,2
46,87,308.68,0
106,8,5.33,0
20,104,381.06,0
64,24,74.34,0
206,42,82.48,2
10,123,174.5,0
114,41,123.92,0
234,9,26.65,2
162,12,31.05,2
8,268,771.97,0
123,28,84.53999999999999,0
22,25,53.58,0
63,19,159.7,0
16,163,545.98,0
15,60,134.59,0
16,90,145.36,0
157,34,128.91,2
234,18,35.19,2
218,6,17.6,2
44,129,334.85,0
20,24,75.0,0
126,71,300.02,0
38,6,20.94,0
120,60,276.14,0
259,18,53.32,2
9,31,71.9,0
270,21,46.45,2
164,1,4.25,2
156,47,181.7,2
214,6,8.2,2
5,9,11.14,0
365,11,31.35,2
59,38,146.68,0
42,40,79.31,0
18,58,228.2,0
31,117,365.0,0
21,37,85.77,0
108,69,208.8,0
7,530,1685.55,0
319,8,49.0,2
294,4,15.1,2
357,4,46.5,2
184,66,119.65,2
190,11,100.65,2
43,46,99.44,0
51,56,91.16,0
25,126,201.37,0
37,59,196.23,0
8,14,22.630000000000003,0
296,7,27.200000000000003,2
32,139,471.71,0
8,191,532.91,0
8,62,123.08,0
9,289,906.09,0
217,5,26.950000000000003,2
1,351,989.42,0
64,73,191.76,0
0,95,194.75,0
140,26,47.17,2
3,183,260.48,0
129,26,174.57,0
33,101,310.61,0
118,8,30.36,0
106,76,305.89,0
10,106,201.25,0
70,55,153.54000000000002,0
15,282,707.95,0
310,14,114.45,2
34,45,107.78999999999999,0
361,22,62.9,2
91,98,92.66,0
0,601,1770.01,0
21,14,23.36,0
3,124,265.44,0
10,202,509.59000000000003,0
84,30,46.06,0
56,27,71.15,0
0,222,623.87,0
217,3,5.949999999999999,2
17,1,6.71,0
18,264,846.92,0
49,17,33.78,0
6,141,592.85,0
298,21,111.13,2
9,377,552.72,0
21,12,53.42,0
98,9,19.06,0
142,6,111.65,2
305,9,14.35,2
319,32,207.39,2
7,55,258.63,0
0,59,369.8,0
1,68,428.33,0
53,98,247.21,0
0,277,509.95,0
18,70,180.36,0
8,20,54.35,0
18,250,413.8,0
180,40,111.62,2
59,105,208.54,0
10,60,189.78,0
189,22,83.1,2
4,954,1692.14,0
310,4,5.0200000000000005,2
154,37,127.15,2
109,17,14.879999999999999,0
147,180,669.93,0
63,239,680.88,0
97,6,35.86,0
246,123,347.49,2
28,72,273.15,0
17,89,247.02,0
11,43,208.07,0
103,265,707.81,0
73,7,28.75,0
42,30,199.26,0
71,47,163.59,0
256,17,60.05,2
19,11,20.71,0
253,18,72.3,2
10,13,39.02,0
164,30,59.82,2
17,137,332.55,0
149,10,20.62,2
49,14,29.34,0
38,46,123.15,0
26,141,364.79,0
50,49,109.74,0
206,30,53.31,2
174,17,77.22,2
6,123,372.1,0
25,7,11.629999999999999,0
50,6,12.05,0
311,19,107.43,2
300,31,147.78,2
42,193,541.89,0
25,190,374.22,0
87,7,43.5,0
63,12,24.650000000000002,0
19,615,1493.04,0
2,164,437.26,0
46,107,372.65,0
16,789,2301.03,0
16,295,1021.74,0
23,97,304.49,0
21,55,187.27,0
10,71,181.97,0
187,23,106.07,2
100,18,46.37,0
60,69,218.03,0
17,98,279.23,0
32,18,96.0,0
63,16,43.19,0
1,4,12.83,0
23,17,43.04,0
107,12,32.64,0
31,197,800.56,0
8,289,929.14,0
2,1010,5994.95,0
36,18,35.53,0
59,213,423.15,0
25,213,876.39,0
235,64,359.90000000000003,2
24,65,94.49000000000001,0
2,547,1805.92,0
58,331,835.12,0
259,18,90.95,2
57,10,29.630000000000003,0
64,19,63.06,0
15,32,66.53,0
9,71,274.78,0
58,105,265.21,0
185,5,27.05,2
3,105,708.4399999999999,0
23,111,261.97,0
3,415,1140.46,0
3,356,1030.5,0
150,4,10.2,2
310,56,179.9,2
10,47,103.2,0
17,10,47.02,0
151,57,107.91,2
18,113,420.77,0
9,203,547.91,0
56,19,60.33,0
63,32,50.88,0
6,76,374.56,0
75,69,137.01,0
3,441,1533.62,0
95,129,503.84,0
110,4,7.16,0
34,34,125.44,0
0,12,47.04,0
280,29,97.79,2
2,265,807.58,0
179,233,1080.3899999999999,2
371,1,2.95,2
12,123,325.13,0
2,24,58.83,0
16,17,26.91,0
40,6,20.34,0
5,302,599.75,0
168,99,345.46,2
49,29,57.7,0
226,27,17.42,2
18,372,895.6,0
371,3,23.85,2
14,176,479.13,0
34,158,323.58,0
21,151,313.18,0
6,52,169.26,0
19,102,296.08,0
10,47,66.82,0
43,50,76.08,0
305,25,134.07,2
10,7,10.04,0
274,2,3.3,2
0,2759,7778.46,0
15,109,244.14,0
3,20,84.5,0
71,4,0.49,0
242,3,10.32,2
8,17,73.34,0
238,22,104.89999999999999,2
203,30,92.23,2
0,96,295.53,0
184,21,67.46000000000001,2
31,134,413.1,0
56,13,26.92,0
184,57,285.34,2
8,126,434.96,0
311,5,21.85,2
90,24,109.09,0
3,151,569.5,0
50,41,97.74,0
262,8,20.32,2
265,20,108.05,2
35,28,85.07000000000001,0
50,16,66.55,0
51,175,839.15,0
15,112,436.43,0
21,7,9.030000000000001,0
58,2,6.01,0
169,34,50.45,2
8,29,138.03,0
156,30,108.66,2
1,2085,5400.21,0
200,28,67.57000000000001,2
4,186,492.77,0
66,101,294.63,0
76,29,86.6,0
0,234,770.1,0
3,50,133.74,0
168,80,221.48,2
17,127,354.37,0
4,29,162.06,0
8,259,785.89,0
86,30,70.76,0
26,4,15.8,0
28,157,375.77,0
19,98,194.64,0
60,117,500.31,0
23,14,25.999999999999996,0
10,570,1777.7,0
241,166,450.92,2
279,123,198.32,2
234,61,178.22,2
2,74,177.23,0
15,97,219.08,0
30,44,76.96000000000001,0
371,1,2.55,2
24,320,776.31,0
70,7,50.45,0
187,2,1.3,2
25,390,679.93,0
106,15,34.05,0
7,356,748.57,0
208,13,28.35,2
43,52,138.91,0
30,71,260.32,0
136,69,200.35,0
264,8,27.8,2
3,133,327.28000000000003,0
217,22,71.22,2
1,200,571.67,0
213,8,17.69,2
31,112,267.85,0
10,342,1072.99,0
0,343,1295.76,0
14,22,45.13,0
10,393,889.01,0
198,1,1.79,2
2,29,88.96,0
14,197,544.96,0
13,136,281.95,0
9,347,1673.84,0
28,25,82.7,0
8,340,838.7,0
23,10,32.87,0
24,71,237.3,0
42,51,74.54,0
1,236,563.49,0
5,37,212.55,0
146,28,84.1,2
9,259,593.3100000000001,0
24,47,166.1,0
273,10,70.84,2
373,71,153.3,2
0,462,1184.02,0
46,45,94.6,0
7,149,508.99,0
8,216,859.21,0
3,205,759.51,0
3,17,61.44,0
38,56,199.35,0
1,61,124.97,0
190,93,276.51,2
11,59,153.58,0
15,28,89.69,0
112,70,117.45,0
247,19,121.35,2
28,92,181.12,0
43,5,12.52,0
86,30,107.95,0
44,41,91.76,0
9,237,982.82,0
14,38,132.22,0
74,19,74.56,0
144,71,472.69,0
4,102,550.2,0
293,7,20.25,2
58,11,25.0,0
263,21,28.02,2
43,7,10.8,0
28,39,116.09,0
7,137,374.31,0
16,6,22.5,0
2,1066,2891.99,0
231,52,179.11,2
111,9,31.580000000000002,0
57,60,63.11,0
50,134,131.2,0
3,3,7.550000000000001,0
126,35,109.95,0
280,41,279.8,2
54,27,74.7,0
319,6,15.100000000000001,2
25,15,57.910000000000004,0
9,3,2.83,0
6,30,77.66,0
28,6,12.34,0
16,46,68.0,0
63,4,12.4,0
3,15,50.56,0
2,82,336.14,0
165,6,44.0,2
0,1156,2305.12,0
52,12,17.52,0
50,13,63.559999999999995,0
47,390,864.13,0
60,57,141.54,0
161,44,127.01,2
8,12,50.89,0
14,46,264.73,0
74,11,20.29,0
39,252,1223.93,0
40,254,591.11,0
369,29,82.24000000000001,2
36,53,87.71000000000001,0
196,4,265.9,2
199,63,222.48,2
73,48,180.07,0
63,13,53.69,0
20,29,93.46,0
366,2,5.050000000000001,2
179,70,296.43,2
9,29,69.44,0
3,120,329.06,0
196,17,48.51,2
28,45,98.0,0
52,39,67.34,0
17,70,265.03000000000003,0
9,6,16.75,0
89,110,192.66,0
267,4,12.2,2
52,138,440.85,0
34,158,1121.61,0
63,130,406.01,0
148,13,48.79,2
21,392,954.78,0
311,22,37.25,2
22,28,64.88,0
57,143,437.1,0
8,10,63.85,0
77,130,377.83,0
118,20,93.4,0
35,65,199.82,0
59,61,263.88,0
12,59,182.19,0
8,12,10.78,0
51,6,16.41,0
25,48,103.42,0
28,11,22.23,0
6,4,2.61,0
10,103,342.72,0
185,37,144.85,2
2,147,422.2,0
3,71,212.37,0
261,13,39.6,2
2,93,293.32,0
209,28,139.84,2
8,50,222.34,0
12,122,317.39,0
76,46,173.74,0
19,17,23.34,0
26,11,43.45,0
18,54,69.66,0
131,15,19.03,0
252,18,56.3,2
78,6,9.67,0
206,20,44.2,2
335,10,22.6,2
253,7,20.35,2
147,33,54.53,2
9,73,228.82,0
84,23,65.31,0
7,506,2134.16,0
204,43,103.11,2
7,55,278.71,0
22,112,340.05,0
10,98,308.14,0
20,24,64.46,0
20,359,1006.99,0
1,69,51.02,0
153,18,41.78,2
2,168,584.86,0
73,9,32.65,0
2,35,103.59,0
0,5898,31025.29,1
16,28,80.94,0
35,87,105.53,0
85,13,49.57,0
70,79,142.66,0
115,45,157.17000000000002,0
212,57,214.63,2
29,78,154.06,0
50,44,151.60999999999999,0
245,10,156.65,2
31,11,24.830000000000002,0
108,127,531.21,0
4,42,791.0600000000001,0
365,17,160.64,2
72,88,313.64,0
296,10,26.22,2
8,366,1358.79,0
56,35,119.85,0
29,172,519.04,0
13,3,14.05,0
71,14,43.18,0
22,64,179.71,0
8,20,108.62,0
78,20,37.9,0
45,149,521.67,0
24,54,125.0,0
11,77,230.19,0
252,12,20.89,2
146,41,229.78,2
58,61,95.34,0
7,27,48.7,0
10,317,920.61,0
270,5,32.7,2
9,192,442.2,0
246,13,44.26,2
95,81,193.65,0
14,36,70.82000000000001,0
49,6,17.55,0
29,37,71.79,0
67,34,209.93,0
34,155,477.74,0
127,18,89.05,0
106,32,680.3100000000001,0
36,17,53.31,0
56,11,11.17,0
56,73,291.04,0
71,214,965.77,0
245,8,11.68,2
18,39,167.07,0
197,83,161.28,2
15,4,10.2,0
211,40,101.87,2
38,60,157.53,0
45,27,16.58,0
169,74,182.68,2
47,77,218.26,0
115,115,292.04,0
146,154,475.62,0
15,1152,2716.13,0
50,132,259.49,0
158,12,37.93,2
11,180,445.89,0
35,20,63.370000000000005,0
53,122,316.53,0
42,33,58.160000000000004,0
172,20,91.46000000000001,2
33,20,65.25,0
38,32,241.68,0
266,66,144.74,2
8,451,1222.55,0
11,121,352.59000000000003,0
2,554,2123.03,0
9,152,433.95,0
32,67,178.41,0
79,61,132.95,0
30,37,146.5,0
7,48,95.37,0
71,7,20.810000000000002,0
3,110,336.38,0
255,55,104.05,2
4,504,1067.32,0
15,396,1159.27,0
89,27,57.47,0
71,119,245.49,0
42,128,528.16,0
9,1483,4754.62,0
169,66,135.59,2
198,5,27.93,2
30,3,5.37,0
18,452,2099.2400000000002,0
151,13,95.78,2
8,202,564.32,0
269,22,49.94,2
64,95,243.03,0
273,3,5.49,2
24,78,201.47,0
22,142,313.32,0
318,28,99.84,2
4,69,108.13,0
11,114,195.26,0
274,25,89.79,2
24,266,774.31,0
40,239,754.77,0
7,115,200.29,0
3,410,1043.84,0
70,57,117.52,0
212,5,42.85,2
37,158,799.39,0
31,53,249.53,0
77,82,259.3,0
45,104,265.8,0
178,70,316.64,2
372,1,2.95,2
93,26,120.84,0
9,76,195.62,0
104,41,92.29,0
77,27,89.45,0
172,49,149.34,2
6,451,1094.53,0
212,48,218.43,2
21,35,176.01999999999998,0
256,5,33.35,2
281,15,30.54,2
20,60,320.19,0
9,145,481.39,0
307,23,81.92,2
53,31,59.870000000000005,0
214,26,139.83,2
17,112,315.46,0
103,49,124.14,0
42,11,34.23,0
3,25,56.65,0
181,5,40278.899999999994,1
83,23,47.690000000000005,0
329,6,65.69999999999999,2
8,9,26.19,0
30,35,197.64000000000001,0
166,69,365.39,2
17,101,243.49,0
17,102,256.96,0
310,20,118.69,2
141,61,294.05,0
240,31,182.9,2
23,39,276.85,0
28,84,309.32,0
9,98,210.57,0
29,197,305.96,0
17,21,78.34,0
17,45,124.3,0
14,80,177.87,0
133,1,0.17,0
245,14,108.2,2
129,22,107.06,0
49,28,118.35,0
84,87,279.05,0
6,106,323.67,0
22,15,33.07,0
24,140,498.05,0
65,16,29.41,0
59,111,242.05,0
49,84,244.04,0
169,22,53.24,2
17,52,107.26,0
127,29,64.15,0
14,73,167.96,0
232,10,38.3,2
2,69,144.07,0
239,13,17.61,2
51,81,213.47,0
45,26,62.9,0
225,14,39.67,2
7,218,631.53,0
3,67,228.72,0
164,95,143.32,2
218,29,88.5,2
10,20,50.71,0
133,23,136.85,0
16,342,1001.74,0
9,278,982.32,0
30,22,102.64999999999999,0
73,75,240.04,0
0,55,156.26,0
3,133,247.35,0
44,7,12.950000000000001,0
1,720,2041.89,0
356,4,6.99,2
17,29,70.68,0
68,101,296.73,0
372,27,134.65,2
320,39,105.45,2
25,5,16.69,0
324,7,23.95,2
8,110,229.67000000000002,0
322,11,17.04,2
71,23,17.03,0
259,3,4.05,2
17,95,248.22,0
366,6,19.6,2
65,18,32.81,0
153,29,86.25,2
28,62,201.34,0
69,21,48.88,0
13,19,64.22,0
1,93,291.2,0
0,232,1011.77,0
119,51,128.25,0
60,19,121.55,0
2,326,792.8,0
2,1,2.75,0
8,36,134.9,0
91,10,18.75,0
58,13,59.8,0
78,97,158.28,0
25,142,178.66,0
356,9,21.64,2
84,38,140.74,0
9,9,24.15,0
0,43,205.93,0
224,20,126.82000000000001,2
59,52,285.78,0
238,7,29.549999999999997,2
318,25,38.94,2
1,110,266.37,0
44,43,247.19,0
87,2,9.6,0
10,166,513.44,0
175,9,88.95,2
51,119,303.58,0
365,11,140.15,2
318,5,6.72,2
225,32,122.61,2
357,16,56.589999999999996,2
233,23,79.35000000000001,2
310,8,30.74,2
36,58,265.55,0
65,126,401.44,0
238,23,40.980000000000004,2
112,31,31.95,0
276,14,23.560000000000002,2
217,143,427.65,2
298,15,24.58,2
1,99,249.52,0
28,52,249.58,0
9,52,112.67,0
44,83,214.04,0
66,111,212.97,0
73,22,53.9,0
64,34,79.58,0
133,89,167.0,0
237,33,98.45,2
121,6,12.5,0
31,358,997.1,0
8,121,473.14,0
35,44,90.76,0
15,55,91.76,0
126,18,36.54,0
66,47,129.3,0
148,6,10.9,2
280,8,301.7,2
168,34,191.68,2
99,78,268.31,0
134,19,22.79,0
323,10,32.95,2
106,12,35.49,0
63,23,53.13,0
150,82,375.1,2
337,6,40.5,2
21,11,20.189999999999998,0
23,2,149.95,0
15,48,291.76,0
6,265,741.58,0
56,63,259.5,0
3,47,96.77,0
30,42,139.49,0
65,49,118.37,0
46,12,21.25,0
354,21,80.56,2
171,16,12.87,2
58,150,604.61,0
49,3,13.350000000000001,0
21,21,52.63,0
42,88,292.62,0
28,59,71.97,0
4,212,687.69,0
25,109,551.17,0
200,24,113.27,2
43,200,716.36,0
9,41,113.54,0
1,194,470.95,0
66,12,1337.88,0
63,28,80.14,0
50,246,753.26,0
289,31,119.06,2
60,26,182.9,0
63,58,153.76,0
95,12,80.95,0
270,21,84.84,2
0,2478,6245.1,0
74,48,112.74000000000001,0
109,1,2.08,0
198,24,41.13,2
63,38,33.44,0
326,1,1.65,2
3,33,19.330000000000002,0
283,16,51.86,2
43,36,110.29,0
48,105,375.88,0
63,49,150.52,0
103,48,52.839999999999996,0
333,29,42.11,2
52,10,43.97,0
34,62,240.0,0
31,13,7.29,0
365,35,99.44,2
207,16,47.42,2
156,98,147.29,2
53,35,97.64,0
65,88,220.66,0
80,17,50.52,0
115,26,59.919999999999995,0
86,21,134.2,0
0,32,245.22,0
34,23,180.45999999999998,0
332,17,43.690000000000005,2
365,5,11.350000000000001,2
71,9,19.02,0
157,71,210.04999999999998,2
372,5,13.350000000000001,2
11,227,671.44,0
254,61,201.81,2
28,14,85.60000000000001,0
30,499,1006.65,0
4,560,1120.55,0
39,13,30.57,0
361,7,9.41,2
240,17,55.75,2
95,29,57.36,0
25,151,696.26,0
74,44,108.84,0
56,96,285.5,0
20,4,14.24,0
143,1,1592.49,0
40,95,369.88,0
136,27,22.27,0
7,137,725.43,0
128,3,11.45,0
39,116,335.8,0
168,196,504.65,2
8,37,225.01,0
213,8,49.6,2
14,306,755.8,0
169,43,82.13,2
39,12,26.64,0
185,31,42.98,2
269,10,20.63,2
171,1,1.25,2
4,85,181.67,0
15,12,18.94,0
9,85,275.37,0
325,7,45.8,2
112,14,50.39,0
289,6,29.6,2
15,74,199.67000000000002,0
0,50,95.49,0
91,13,26.9,0
148,42,147.32,2
188,8,28.8,2
17,58,205.77,0
33,148,588.4399999999999,0
263,34,152.19,2
83,122,474.07,0
25,99,403.61,0
170,10,34.71,2
9,39,125.25,0
312,47,83.24,2
64,193,637.15,0
84,28,52.46,0
24,8,10.489999999999998,0
58,53,141.73,0
322,6,18.1,2
37,2,7.86,0
253,17,29.560000000000002,2
18,283,758.13,0
32,292,614.72,0
14,6,11.18,0
26,83,172.52,0
22,10,29.09,0
78,53,66.28999999999999,0
7,59,205.76,0
21,29,108.32000000000001,0
11,291,650.53,0
261,45,128.04,2
130,25,88.44,0
54,62,145.0,0
248,2,9.9,2
1,375,1142.23,0
8,214,606.33,0
263,5,27.75,2
330,9,28.09,2
312,28,100.17999999999999,2
25,62,117.37,0
29,30,65.18,0
29,56,141.61,0
1,279,712.8100000000001,0
361,25,69.55,2
282,58,95.59,2
261,58,109.19,2
24,7,8.57,0
353,56,161.54,2
93,11,17.05,0
28,7,12.99,0
337,155,656.91,2
19,104,720.23,0
84,57,108.8,0
8,53,120.68,0
34,29,136.71,0
42,27,178.15,0
1,73,146.44,0
112,76,173.98,0
13,14,36.9,0
76,29,52.98,0
39,44,150.17,0
115,45,191.87,0
15,126,472.03,0
160,84,135.16,2
0,188,408.99,0
29,85,273.2,0
92,2,16.06,0
22,55,163.65,0
94,155,600.31,0
27,35,88.86,0
32,291,1291.05,0
20,122,291.32,0
17,16,55.15,0
0,523,2517.99,0
7,68,310.17,0
15,252,7836.84,0
362,66,137.67,2
80,13,29.01,0
52,99,233.09,0
22,161,288.71,0
171,45,178.2,2
188,92,312.12,2
330,1,125.0,2
11,158,630.24,0
155,7,13.65,2
30,314,1294.48,0
11,197,475.07,0
44,15,41.68,0
232,27,48.81,2
63,216,537.84,0
1,18,31.04,0
35,200,800.92,0
32,56,53.29,0
83,10,36.31,0
24,1,110.0,0
1,158,422.36,0
32,4,21.979999999999997,0
18,165,614.77,0
253,26,67.8,2
22,664,1150.71,0
21,107,306.68,0
7,219,664.76,0
24,258,1023.91,0
18,86,340.53,0
172,75,369.45,2
162,24,92.69,2
6,41,55.09,0
10,15,25.7,0
113,29,60.730000000000004,0
287,28,61.58,2
8,261,416.33,0
53,80,214.3,0
6,695,1808.25,0
76,115,378.48,0
3,61,171.04,0
36,29,113.99,0
216,17,30.330000000000002,2
59,55,130.83,0
277,14,67.35,2
11,913,1553.52,0
23,31,55.489999999999995,0
28,19,70.4,0
11,31,143.02,0
351,1,3.45,2
8,117,224.97,0
49,8,36.53,0
18,7,22.65,0
2,53,135.49,0
103,31,67.12,0
6,326,1223.36,0
11,57,153.99,0
4,212,775.76,0
31,97,281.58,0
177,152,400.39,2
37,43,156.95,0
150,39,119.36,2
161,13,31.05,2
68,48,185.38,0
120,148,3606.0,0
24,44,105.47,0
23,124,379.49,0
176,31,70.19,2
49,9,26.25,0
252,30,128.94,2
288,1,30.19,2
46,24,37.550000000000004,0
70,5,16.65,0
15,104,329.62,0
100,84,366.21,0
29,23,38.35,0
34,16,38.29,0
26,52,98.23,0
10,414,1126.65,0
7,54,158.84,0
78,2,1.01,0
51,17,26.240000000000002,0
35,67,307.42,0
56,91,326.97,0
336,13,15.28,2
27,60,195.34,0
182,18,93.84,2
51,6,11.24,0
9,45,258.18,0
35,6,36.85,0
9,429,1110.37,0
32,49,126.351,0
10,3,13.25,0
49,104,384.71,0
3,18,40.3,0
2,214,944.23,0
140,19,81.52,2
116,34,124.31,0
99,68,109.50999999999999,0
74,49,80.7,0
4,157,358.36,0
44,61,175.58,0
15,177,486.02,0
16,15,55.9,0
89,25,79.28,0
52,15,45.400000000000006,0
300,2,9.75,2
133,25,107.71,0
3,486,1361.04,0
104,119,227.24,0
178,36,208.24,2
165,232,416.29,2
18,52,153.54,0
157,36,105.75,2
203,27,123.5,2
335,2,8.5,2
36,32,69.07,0
90,21,80.92,0
92,6,5.4399999999999995,0
8,21,64.49,0
232,37,134.78,2
44,47,207.32999999999998,0
22,1,1.25,0
189,56,358.05,2
43,11,60.05,0
24,94,221.83,0
316,5,4.55,2
105,9,22.59,0
50,19,74.61,0
167,115,260.88,2
39,13,20.22,0
217,1,1.06,2
39,35,111.4,0
296,12,37.8,2
18,81,205.76,0
87,138,384.04,0
72,135,1065.22,0
80,21,60.46,0
8,216,706.53,0
48,33,118.21,0
52,12,24.48,0
23,110,121.48,0
8,78,188.76,0
17,67,135.22,0
116,10,21.63,0
8,168,716.81,0
119,9,31.5,0
3,19,12.98,0
251,2,3.8,2
27,12,22.85,0
0,79,372.09,0
266,22,63.52,2
32,174,810.6800000000001,0
17,18,111.25999999999999,0
171,89,258.63,2
1,230,684.52,0
264,5,14.65,2
139,117,377.56,0
200,6,36.3,2
59,59,309.29,0
34,205,464.24,0
40,282,1125.88,0
283,6,14.49,2
8,53,194.34,0
142,20,111.38,2
11,34,106.3,0
145,117,267.12,0
233,7,17.3,2
32,932,2048.88,0
23,128,315.66,0
11,84,174.37,0
35,70,229.53,0
364,38,100.75,2
200,12,43.5,2
14,32,84.84,0
16,301,970.99,0
48,4,16.1,0
197,6,24.5,2
65,73,213.98,0
211,14,26.47,2
282,10,43.5,2
114,26,125.94,0
14,79,311.68,0
18,176,372.82,0
65,8,20.19,0
48,9,22.25,0
15,86,403.68,0
77,3,0.8699999999999999,0
8,65,277.59,0
133,29,41.83,0
12,90,223.36,0
39,20,73.51,0
234,15,46.24,2
2,293,715.26,0
39,406,715.7,0
304,1,0.55,2
50,29,77.72,0
0,149,474.8,0
60,191,470.68,0
65,45,122.83,0
24,9,39.85,0
217,7,36.22,2
64,37,148.07,0
31,63,431.72,0
80,188,532.9,0
63,11,35.29,0
115,28,253.28,0
6,147,300.67,0
5,10,13.34,0
68,25,120.05,0
244,7,17.3,2
132,18,75.31,0
240,22,88.78999999999999,2
183,29,120.57000000000001,2
24,21,85.3,0
9,44,283.71,0
10,14,48.11,0
29,87,282.74,0
43,279,787.88,0
25,200,431.14,0
357,25,24.96,2
9,34,117.75,0
43,76,252.47,0
8,13,53.81999999999999,0
149,42,128.44,2
0,134,561.0,0
112,8,33.85,0
75,98,222.21,0
106,117,321.57,0
45,69,210.6,0
142,3,1354.26,0
50,8,13.99,0
0,274,1121.76,0
22,305,841.62,0
45,31,62.13,0
49,48,123.9,0
305,197,723.15,2
35,43,176.66,0
78,112,299.48,0
16,139,491.76,0
106,41,207.12,0
207,40,151.0,2
2,74,250.71,0
63,49,105.86,0
48,123,246.2,0
319,17,38.24,2
43,62,229.18,0
2,33,111.19,0
336,17,85.19,2
171,20,176.79,2
50,69,223.19,0
72,134,629.87,0
98,51,53.69,0
28,41,122.84,0
57,67,183.88,0
253,54,124.75,2
69,272,1241.27,0
43,50,153.65,0
44,12,112.34,0
64,24,98.19,0
10,169,335.86,0
24,65,148.81,0
58,28,57.9,0
63,50,69.92,0
303,8,57.15,2
45,11,19.73,0
17,140,390.21,0
37,22,73.7,0
18,93,147.72,0
186,22,73.81,2
51,30,44.08,0
3,138,409.81,0
136,80,150.88,0
3,636,1151.85,0
18,14,13.2,0
15,188,433.16,0
40,139,476.36,0
11,541,1175.99,0
7,147,402.47,0
25,18,66.76,0
21,24,67.84,0
40,40,224.44,0
100,43,155.61,0
4,461,1586.96,0
276,15,32.13,2
32,74,134.29,0
14,108,225.71,0
62,137,759.63,0
1,128,239.35,0
368,97,214.87,2
311,32,103.44,2
198,24,45.980000000000004,2
1,49,144.78,0
92,18,102.35,0
59,12,35.97,0
79,14,32.95,0
156,85,243.22,2
226,60,163.34,2
252,37,77.19,2
149,11,21.83,2
193,22,47.05,2
0,85,284.9,0
368,4,16.5,2
23,47,92.27,0
16,111,231.4,0
9,75,166.56,0
7,30,88.6,0
19,151,515.11,0
3,226,576.41,0
173,7,13.02,2
0,266,482.35,0
177,19,39.82,2
15,156,589.36,0
247,12,61.8,2
190,40,100.57,2
19,122,310.6,0
153,60,129.56,2
172,24,91.43,2
371,12,51.45,2
372,21,59.11,2
193,12,34.75,2
66,21,84.48,0
3,119,184.75,0
20,74,158.04,0
238,12,327.54,2
63,7,16.6,0
111,18,41.77,0
89,77,140.63,0
310,2,12.95,2
133,14,37.21,0
276,6,30.5,2
364,2,5.5,2
82,29,116.64,0
7,60,151.29,0
16,19,34.67,0
1,102,364.55,0
0,43,170.63,0
33,84,275.5,0
14,102,287.59,0
23,185,530.07,0
31,42,117.09,0
73,7,27.89,0
19,28,67.48,0
16,111,256.26,0
22,80,223.93,0
2,21,162.45,0
303,11,28.6,2
17,35,81.39,0
235,6,39.61,2
38,177,498.34,0
83,24,51.440000000000005,0
164,96,232.65,2
16,65,194.96,0
76,49,96.17999999999999,0
88,43,89.12,0
24,97,214.15,0
21,112,235.75,0
2,263,724.87,0
122,38,67.77,0
29,14,12.559999999999999,0
